dteday,hr,temp,hum,windspeed,atemp
2013-01-21 00:00:00,0,8.9,18,20.5,8.9
2013-01-21 01:00:00,1,7.8,17,13.0,7.8
2013-01-21 02:00:00,2,6.1,23,24.1,6.1
2013-01-21 03:00:00,3,4.4,31,16.6,4.4
2013-01-21 04:00:00,4,3.9,33,11.2,3.9
2013-01-21 05:00:00,5,3.9,36,13.0,3.9
2013-01-21 06:00:00,6,3.3,37,20.5,3.3
2013-01-21 07:00:00,7,2.8,37,16.6,2.8
2013-01-21 08:00:00,8,2.2,40,18.4,2.2
2013-01-21 09:00:00,9,1.7,45,13.0,1.7
2013-01-21 10:00:00,10,1.7,44,14.8,1.7
2013-01-21 11:00:00,11,0.6,47,11.2,0.6
2013-01-21 12:00:00,12,0.6,49,9.4,0.6
2013-01-21 13:00:00,13,1.0,51,9.4,1.0
2013-01-21 14:00:00,14,1.7,49,11.2,1.7
2013-01-21 15:00:00,15,3.3,46,11.2,3.3
2013-01-21 16:00:00,16,3.3,46,9.4,3.3
2013-01-21 17:00:00,17,4.4,46,16.6,4.4
2013-01-21 18:00:00,18,5.6,41,11.2,5.6
2013-01-21 19:00:00,19,6.7,43,16.6,6.7
2013-01-21 20:00:00,20,7.8,43,14.8,7.8
2013-01-21 21:00:00,21,7.8,47,13.0,7.8
2013-01-21 22:00:00,22,7.2,49,9.4,7.2
2013-01-21 23:00:00,23,8.3,42,7.6,8.3
2013-01-22 00:00:00,0,5.0,46,24.1,5.0
2013-01-22 01:00:00,1,3.9,36,29.5,3.9
2013-01-22 02:00:00,2,1.7,44,22.3,1.7
2013-01-22 03:00:00,3,1.1,43,13.0,1.1
2013-01-22 04:00:00,4,0.6,39,27.7,0.6
2013-01-22 05:00:00,5,0.0,38,37.1,0.0
2013-01-22 06:00:00,6,-1.1,39,38.9,-1.1
2013-01-22 07:00:00,7,-2.2,39,33.5,-2.2
2013-01-22 08:00:00,8,-3.3,35,25.9,-3.3
2013-01-22 09:00:00,9,-4.4,33,38.9,-4.4
2013-01-22 10:00:00,10,-5.0,27,24.1,-5.0
2013-01-22 11:00:00,11,-6.1,32,22.3,-6.1
2013-01-22 12:00:00,12,-6.1,31,31.3,-6.1
2013-01-22 13:00:00,13,-6.7,36,20.5,-6.7
2013-01-22 14:00:00,14,-6.7,34,25.9,-6.7
2013-01-22 15:00:00,15,-5.6,30,33.5,-5.6
2013-01-22 16:00:00,16,-5.6,30,25.9,-5.6
2013-01-22 17:00:00,17,-4.4,26,29.5,-4.4
2013-01-22 18:00:00,18,-4.4,25,25.9,-4.4
2013-01-22 19:00:00,19,-3.9,24,24.1,-3.9
2013-01-22 20:00:00,20,-3.9,23,20.5,-3.9
2013-01-22 21:00:00,21,-3.9,23,24.1,-3.9
2013-01-22 22:00:00,22,-4.4,25,18.4,-4.4
2013-01-22 23:00:00,23,-5.0,26,14.8,-5.0
2013-01-23 00:00:00,0,-6.1,30,20.5,-6.1
2013-01-23 01:00:00,1,-6.1,31,22.3,-6.1
2013-01-23 02:00:00,2,-6.7,34,18.4,-6.7
2013-01-23 03:00:00,3,-6.7,36,24.1,-6.7
2013-01-23 04:00:00,4,-6.7,36,20.5,-6.7
2013-01-23 05:00:00,5,-7.2,35,16.6,-7.2
2013-01-23 06:00:00,6,-7.8,43,16.6,-7.8
2013-01-23 07:00:00,7,-8.3,46,14.8,-8.3
2013-01-23 08:00:00,8,-7.8,45,14.8,-7.8
2013-01-23 09:00:00,9,-8.9,46,9.4,-8.9
2013-01-23 10:00:00,10,-8.9,48,9.4,-8.9
2013-01-23 11:00:00,11,-8.9,48,13.0,-8.9
2013-01-23 12:00:00,12,-8.9,51,9.4,-8.9
2013-01-23 13:00:00,13,-8.0,44,14.8,-8.0
2013-01-23 14:00:00,14,-6.7,41,13.0,-6.7
2013-01-23 15:00:00,15,-6.1,38,16.6,-6.1
2013-01-23 16:00:00,16,-5.0,33,11.2,-5.0
2013-01-23 17:00:00,17,-3.9,29,24.1,-3.9
2013-01-23 18:00:00,18,-4.4,30,14.8,-4.4
2013-01-23 19:00:00,19,-2.8,27,24.1,-2.8
2013-01-23 20:00:00,20,-2.8,27,18.4,-2.8
2013-01-23 21:00:00,21,-2.8,27,13.0,-2.8
2013-01-23 22:00:00,22,-2.8,25,14.8,-2.8
2013-01-23 23:00:00,23,-2.8,25,9.4,-2.8
2013-01-24 00:00:00,0,-2.8,28,9.4,-2.8
2013-01-24 01:00:00,1,-3.3,30,9.4,-3.3
2013-01-24 02:00:00,2,-3.3,30,9.4,-3.3
2013-01-24 03:00:00,3,-3.3,32,9.4,-3.3
2013-01-24 04:00:00,4,-3.9,46,7.6,-3.9
2013-01-24 05:00:00,5,-5.0,62,9.4,-5.0
2013-01-24 06:00:00,6,-5.6,75,7.6,-5.6
2013-01-24 07:00:00,7,-6.1,81,9.4,-6.1
2013-01-24 08:00:00,8,-6.1,81,14.8,-6.1
2013-01-24 09:00:00,9,-6.1,78,14.8,-6.1
2013-01-24 10:00:00,10,-6.7,81,16.6,-6.7
2013-01-24 11:00:00,11,-6.7,77,20.5,-6.7
2013-01-24 12:00:00,12,-6.7,77,29.5,-6.7
2013-01-24 13:00:00,13,-7.2,74,22.3,-7.2
2013-01-24 14:00:00,14,-6.7,71,16.6,-6.7
2013-01-24 15:00:00,15,-6.7,68,16.6,-6.7
2013-01-24 16:00:00,16,-4.4,60,22.3,-4.4
2013-01-24 17:00:00,17,-3.3,48,27.7,-3.3
2013-01-24 18:00:00,18,-2.8,46,29.5,-2.8
2013-01-24 19:00:00,19,-2.2,40,27.7,-2.2
2013-01-24 20:00:00,20,-1.7,31,33.5,-1.7
2013-01-24 21:00:00,21,-2.2,29,38.9,-2.2
2013-01-24 22:00:00,22,-2.8,29,22.3,-2.8
2013-01-24 23:00:00,23,-3.3,32,20.5,-3.3
2013-01-25 00:00:00,0,-3.9,33,16.6,-3.9
2013-01-25 01:00:00,1,-3.9,35,14.8,-3.9
2013-01-25 02:00:00,2,-4.4,38,14.8,-4.4
2013-01-25 03:00:00,3,-5.0,39,7.6,-5.0
2013-01-25 04:00:00,4,-5.0,38,9.4,-5.0
2013-01-25 05:00:00,5,-5.6,38,9.4,-5.6
2013-01-25 06:00:00,6,-5.6,36,14.8,-5.6
2013-01-25 07:00:00,7,-6.1,36,11.2,-6.1
2013-01-25 08:00:00,8,-6.7,39,11.2,-6.7
2013-01-25 09:00:00,9,-6.7,41,14.8,-6.7
2013-01-25 10:00:00,10,-6.7,39,16.6,-6.7
2013-01-25 11:00:00,11,-6.7,39,14.8,-6.7
2013-01-25 12:00:00,12,-6.7,41,5.4,-6.7
2013-01-25 13:00:00,13,-6.7,39,5.4,-6.7
2013-01-25 14:00:00,14,-5.6,36,0.0,-5.6
2013-01-25 15:00:00,15,-5.0,34,5.4,-5.0
2013-01-25 16:00:00,16,-4.4,33,9.4,-4.4
2013-01-25 17:00:00,17,-4.4,36,13.0,-4.4
2013-01-25 18:00:00,18,-3.9,33,11.2,-3.9
2013-01-25 19:00:00,19,-3.9,36,14.8,-3.9
2013-01-25 20:00:00,20,-5.0,63,20.5,-5.0
2013-01-25 21:00:00,21,-5.0,65,18.4,-5.0
2013-01-25 22:00:00,22,-6.0,73,16.6,-6.0
2013-01-25 23:00:00,23,-6.0,79,14.8,-6.0
2013-01-26 00:00:00,0,-5.6,78,11.2,-5.6
2013-01-26 01:00:00,1,-5.6,78,9.4,-5.6
2013-01-26 02:00:00,2,-5.0,74,9.4,-5.0
2013-01-26 03:00:00,3,-4.4,71,11.2,-4.4
2013-01-26 04:00:00,4,-4.4,71,5.4,-4.4
2013-01-26 05:00:00,5,-4.4,74,9.4,-4.4
2013-01-26 06:00:00,6,-3.9,72,7.6,-3.9
2013-01-26 07:00:00,7,-3.9,72,0.0,-3.9
2013-01-26 08:00:00,8,-3.9,72,5.4,-3.9
2013-01-26 09:00:00,9,-3.9,74,7.6,-3.9
2013-01-26 10:00:00,10,-3.3,71,0.0,-3.3
2013-01-26 11:00:00,11,-3.3,71,9.4,-3.3
2013-01-26 12:00:00,12,-2.8,68,7.6,-2.8
2013-01-26 13:00:00,13,-2.8,66,7.6,-2.8
2013-01-26 14:00:00,14,-2.2,63,5.4,-2.2
2013-01-26 15:00:00,15,-1.7,66,5.4,-1.7
2013-01-26 16:00:00,16,0.0,58,5.4,0.0
2013-01-26 17:00:00,17,0.6,56,9.4,0.6
2013-01-26 18:00:00,18,1.1,54,14.8,1.1
2013-01-26 19:00:00,19,1.7,49,16.6,1.7
2013-01-26 20:00:00,20,1.7,52,16.6,1.7
2013-01-26 21:00:00,21,1.1,54,13.0,1.1
2013-01-26 22:00:00,22,1.1,54,13.0,1.1
2013-01-26 23:00:00,23,0.6,58,14.8,0.6
2013-01-27 00:00:00,0,0.0,61,9.4,0.0
2013-01-27 01:00:00,1,0.0,64,14.8,0.0
2013-01-27 02:00:00,2,-0.6,66,11.2,-0.6
2013-01-27 03:00:00,3,0.0,64,7.6,0.0
2013-01-27 04:00:00,4,-1.1,66,11.2,-1.1
2013-01-27 05:00:00,5,-1.7,69,7.6,-1.7
2013-01-27 06:00:00,6,-2.2,71,9.4,-2.2
2013-01-27 07:00:00,7,-1.7,69,13.0,-1.7
2013-01-27 08:00:00,8,-1.7,63,16.6,-1.7
2013-01-27 09:00:00,9,-2.2,66,11.2,-2.2
2013-01-27 10:00:00,10,-1.7,61,11.2,-1.7
2013-01-27 11:00:00,11,-2.2,63,13.0,-2.2
2013-01-27 12:00:00,12,-1.7,58,14.8,-1.7
2013-01-27 13:00:00,13,-2.2,58,13.0,-2.2
2013-01-27 14:00:00,14,-1.1,55,14.8,-1.1
2013-01-27 15:00:00,15,0.6,51,5.4,0.6
2013-01-27 16:00:00,16,0.6,51,5.4,0.6
2013-01-27 17:00:00,17,1.1,47,5.4,1.1
2013-01-27 18:00:00,18,1.7,47,9.4,1.7
2013-01-27 19:00:00,19,2.8,44,11.2,2.8
2013-01-27 20:00:00,20,3.3,44,14.8,3.3
2013-01-27 21:00:00,21,3.3,46,11.2,3.3
2013-01-27 22:00:00,22,2.2,50,11.2,2.2
2013-01-27 23:00:00,23,1.1,56,11.2,1.1
2013-01-28 00:00:00,0,0.6,61,9.4,0.6
2013-01-28 01:00:00,1,0.6,66,5.4,0.6
2013-01-28 02:00:00,2,0.6,61,0.0,0.6
2013-01-28 03:00:00,3,-0.6,69,11.2,-0.6
2013-01-28 04:00:00,4,0.0,61,13.0,0.0
2013-01-28 05:00:00,5,0.6,61,13.0,0.6
2013-01-28 06:00:00,6,0.6,66,11.2,0.6
2013-01-28 07:00:00,7,1.1,64,13.0,1.1
2013-01-28 08:00:00,8,1.1,67,14.8,1.1
2013-01-28 09:00:00,9,1.1,69,11.2,1.1
2013-01-28 10:00:00,10,1.1,69,14.8,1.1
2013-01-28 11:00:00,11,1.0,75,16.6,1.0
2013-01-28 12:00:00,12,1.1,79,20.5,1.1
2013-01-28 13:00:00,13,1.1,85,20.5,1.1
2013-01-28 14:00:00,14,1.1,85,16.6,1.1
2013-01-28 15:00:00,15,1.7,85,24.1,1.7
2013-01-28 16:00:00,16,1.7,88,20.5,1.7
2013-01-28 17:00:00,17,2.2,89,18.4,2.2
2013-01-28 18:00:00,18,3.3,86,14.8,3.3
2013-01-28 19:00:00,19,4.4,83,16.6,4.4
2013-01-28 20:00:00,20,5.6,82,22.3,5.6
2013-01-28 21:00:00,21,6.7,76,13.0,6.7
2013-01-28 22:00:00,22,6.7,76,11.2,6.7
2013-01-28 23:00:00,23,5.6,82,7.6,5.6
2013-01-29 00:00:00,0,6.1,82,11.2,6.1
2013-01-29 01:00:00,1,6.7,79,5.4,6.7
2013-01-29 02:00:00,2,5.0,82,14.8,5.0
2013-01-29 03:00:00,3,6.7,79,13.0,6.7
2013-01-29 04:00:00,4,6.7,79,11.2,6.7
2013-01-29 05:00:00,5,7.2,80,14.8,7.2
2013-01-29 06:00:00,6,6.7,82,13.0,6.7
2013-01-29 07:00:00,7,5.6,89,11.2,5.6
2013-01-29 08:00:00,8,5.6,89,13.0,5.6
2013-01-29 09:00:00,9,6.1,89,9.4,6.1
2013-01-29 10:00:00,10,6.7,85,0.0,6.7
2013-01-29 11:00:00,11,5.6,89,7.6,5.6
2013-01-29 12:00:00,12,6.7,89,9.4,6.7
2013-01-29 13:00:00,13,6.7,89,9.4,6.7
2013-01-29 14:00:00,14,8.3,83,9.4,8.3
2013-01-29 15:00:00,15,10.0,77,9.4,10.0
2013-01-29 16:00:00,16,12.2,69,9.4,12.2
2013-01-29 17:00:00,17,14.4,64,11.2,14.4
2013-01-29 18:00:00,18,17.8,56,11.2,17.8
2013-01-29 19:00:00,19,20.6,49,11.2,20.6
2013-01-29 20:00:00,20,20.6,51,14.8,20.6
2013-01-29 21:00:00,21,18.9,54,13.0,18.9
2013-01-29 22:00:00,22,15.0,64,18.4,15.0
2013-01-29 23:00:00,23,15.0,67,16.6,15.0
2013-01-30 00:00:00,0,13.9,69,13.0,13.9
2013-01-30 01:00:00,1,13.9,72,7.6,13.9
2013-01-30 02:00:00,2,11.7,80,9.4,11.7
2013-01-30 03:00:00,3,11.7,80,16.6,11.7
2013-01-30 04:00:00,4,11.7,80,11.2,11.7
2013-01-30 05:00:00,5,11.1,83,22.3,11.1
2013-01-30 06:00:00,6,11.7,83,20.5,11.7
2013-01-30 07:00:00,7,13.3,80,20.5,13.3
2013-01-30 08:00:00,8,13.3,77,18.4,13.3
2013-01-30 09:00:00,9,12.2,83,20.5,12.2
2013-01-30 10:00:00,10,11.7,86,18.4,11.7
2013-01-30 11:00:00,11,12.8,86,14.8,12.8
2013-01-30 12:00:00,12,14.4,84,20.5,14.4
2013-01-30 13:00:00,13,12.8,86,24.1,12.8
2013-01-30 14:00:00,14,13.9,87,25.9,13.9
2013-01-30 15:00:00,15,15.0,83,24.1,15.0
2013-01-30 16:00:00,16,16.7,78,29.5,16.7
2013-01-30 17:00:00,17,17.2,75,31.7,17.2
2013-01-30 18:00:00,18,17.2,78,35.3,17.2
2013-01-30 19:00:00,19,17.2,75,27.7,17.2
2013-01-30 20:00:00,20,19.4,68,27.7,19.4
2013-01-30 21:00:00,21,21.1,68,22.3,21.1
2013-01-30 22:00:00,22,18.3,73,22.3,18.3
2013-01-30 23:00:00,23,16.1,81,27.7,16.1
2013-01-31 00:00:00,0,17.8,75,24.1,17.8
2013-01-31 01:00:00,1,19.4,73,22.3,19.4
2013-01-31 02:00:00,2,12.2,93,13.0,12.2
2013-01-31 03:00:00,3,13.3,97,0.0,13.3
2013-01-31 04:00:00,4,13.3,97,9.4,13.3
2013-01-31 05:00:00,5,16.1,87,29.5,16.1
2013-01-31 06:00:00,6,16.0,88,35.3,16.0
2013-01-31 07:00:00,7,17.2,81,31.7,17.2
2013-01-31 08:00:00,8,15.6,69,25.9,15.6
2013-01-31 09:00:00,9,15.6,67,31.3,15.6
2013-01-31 10:00:00,10,11.7,56,27.7,11.7
2013-01-31 11:00:00,11,10.0,52,24.1,10.0
2013-01-31 12:00:00,12,8.9,50,24.1,8.9
2013-01-31 13:00:00,13,6.7,53,33.5,6.7
2013-01-31 14:00:00,14,6.7,45,29.5,6.7
2013-01-31 15:00:00,15,7.2,40,37.1,7.2
2013-01-31 16:00:00,16,7.8,35,29.5,7.8
2013-01-31 17:00:00,17,8.9,31,24.1,8.9
2013-01-31 18:00:00,18,8.3,30,38.9,8.3
2013-01-31 19:00:00,19,7.8,31,31.7,7.8
2013-01-31 20:00:00,20,7.2,34,29.5,7.2
2013-01-31 21:00:00,21,5.6,33,40.7,5.6
2013-01-31 22:00:00,22,4.4,36,22.3,4.4
2013-01-31 23:00:00,23,3.9,34,25.9,3.9
2013-02-01 00:00:00,0,3.3,39,35.3,3.3
2013-02-01 01:00:00,1,2.2,35,27.7,2.2
2013-02-01 02:00:00,2,1.1,36,20.5,1.1
2013-02-01 03:00:00,3,0.6,39,16.6,0.6
2013-02-01 04:00:00,4,1.1,38,9.4,1.1
2013-02-01 05:00:00,5,0.6,41,9.4,0.6
2013-02-01 06:00:00,6,0.0,45,0.0,0.0
2013-02-01 07:00:00,7,0.6,53,9.4,0.6
2013-02-01 08:00:00,8,1.1,47,13.0,1.1
2013-02-01 09:00:00,9,1.1,50,11.2,1.1
2013-02-01 10:00:00,10,2.2,52,13.0,2.2
2013-02-01 11:00:00,11,0.6,78,13.0,0.6
2013-02-01 12:00:00,12,-1.1,78,24.1,-1.1
2013-02-01 13:00:00,13,-1.1,69,14.8,-1.1
2013-02-01 14:00:00,14,-1.0,59,38.9,-1.0
2013-02-01 15:00:00,15,-1.1,43,35.3,-1.1
2013-02-01 16:00:00,16,-1.1,32,37.1,-1.1
2013-02-01 17:00:00,17,-1.1,34,29.5,-1.1
2013-02-01 18:00:00,18,-2.2,34,20.5,-2.2
2013-02-01 19:00:00,19,-1.1,31,33.5,-1.1
2013-02-01 20:00:00,20,-1.1,30,31.7,-1.1
2013-02-01 21:00:00,21,-1.7,30,33.5,-1.7
2013-02-01 22:00:00,22,-2.2,32,29.5,-2.2
2013-02-01 23:00:00,23,-3.3,33,25.9,-3.3
2013-02-02 00:00:00,0,-3.9,35,18.4,-3.9
2013-02-02 01:00:00,1,-4.4,36,24.1,-4.4
2013-02-02 02:00:00,2,-5.0,38,18.4,-5.0
2013-02-02 03:00:00,3,-5.0,39,18.4,-5.0
2013-02-02 04:00:00,4,-5.6,40,16.6,-5.6
2013-02-02 05:00:00,5,-6.1,43,14.8,-6.1
2013-02-02 06:00:00,6,-6.1,41,18.4,-6.1
2013-02-02 07:00:00,7,-6.7,45,11.2,-6.7
2013-02-02 08:00:00,8,-6.7,45,7.6,-6.7
2013-02-02 09:00:00,9,-7.2,47,11.2,-7.2
2013-02-02 10:00:00,10,-7.2,49,7.6,-7.2
2013-02-02 11:00:00,11,-7.2,51,0.0,-7.2
2013-02-02 12:00:00,12,-7.2,54,0.0,-7.2
2013-02-02 13:00:00,13,-6.7,49,7.6,-6.7
2013-02-02 14:00:00,14,-5.0,43,5.4,-5.0
2013-02-02 15:00:00,15,-3.3,44,14.8,-3.3
2013-02-02 16:00:00,16,-2.2,40,16.6,-2.2
2013-02-02 17:00:00,17,-1.1,36,14.8,-1.1
2013-02-02 18:00:00,18,-1.7,42,22.3,-1.7
2013-02-02 19:00:00,19,-2.2,50,0.0,-2.2
2013-02-02 20:00:00,20,-0.6,43,9.4,-0.6
2013-02-02 21:00:00,21,0.0,39,9.4,0.0
2013-02-02 22:00:00,22,0.0,47,18.4,0.0
2013-02-02 23:00:00,23,-1.7,78,16.6,-1.7
2013-02-03 00:00:00,0,-1.7,82,13.0,-1.7
2013-02-03 01:00:00,1,-1.1,81,16.6,-1.1
2013-02-03 02:00:00,2,-1.1,85,14.8,-1.1
2013-02-03 03:00:00,3,-1.1,85,14.8,-1.1
2013-02-03 04:00:00,4,-1.1,85,9.4,-1.1
2013-02-03 05:00:00,5,-0.6,82,0.0,-0.6
2013-02-03 06:00:00,6,-0.6,78,0.0,-0.6
2013-02-03 07:00:00,7,-1.1,81,5.4,-1.1
2013-02-03 08:00:00,8,-1.1,81,0.0,-1.1
2013-02-03 09:00:00,9,-1.7,85,0.0,-1.7
2013-02-03 10:00:00,10,-2.2,85,5.4,-2.2
2013-02-03 11:00:00,11,-1.7,85,11.2,-1.7
2013-02-03 12:00:00,12,-2.8,89,7.6,-2.8
2013-02-03 13:00:00,13,-2.2,85,0.0,-2.2
2013-02-03 14:00:00,14,-1.7,85,0.0,-1.7
2013-02-03 15:00:00,15,-0.6,82,0.0,-0.6
2013-02-03 16:00:00,16,0.6,75,5.4,0.6
2013-02-03 17:00:00,17,1.1,69,0.0,1.1
2013-02-03 18:00:00,18,1.1,69,7.6,1.1
2013-02-03 19:00:00,19,1.1,79,13.0,1.1
2013-02-03 20:00:00,20,1.1,75,11.2,1.1
2013-02-03 21:00:00,21,1.1,72,11.2,1.1
2013-02-03 22:00:00,22,1.1,72,9.4,1.1
2013-02-03 23:00:00,23,1.1,72,11.2,1.1
2013-02-04 00:00:00,0,0.0,75,7.6,0.0
2013-02-04 01:00:00,1,0.6,75,9.4,0.6
2013-02-04 02:00:00,2,1.1,75,13.0,1.1
2013-02-04 03:00:00,3,1.7,61,14.8,1.7
2013-02-04 04:00:00,4,1.1,52,20.5,1.1
2013-02-04 05:00:00,5,0.6,45,20.5,0.6
2013-02-04 06:00:00,6,-0.6,49,24.1,-0.6
2013-02-04 07:00:00,7,-1.1,44,18.4,-1.1
2013-02-04 08:00:00,8,-1.7,45,7.6,-1.7
2013-02-04 09:00:00,9,-2.2,42,18.6,-2.2
2013-02-04 10:00:00,10,-2.2,44,11.2,-2.2
2013-02-04 11:00:00,11,-3.3,50,9.4,-3.3
2013-02-04 12:00:00,12,-2.8,48,11.2,-2.8
2013-02-04 13:00:00,13,-2.2,46,5.4,-2.2
2013-02-04 14:00:00,14,-1.1,43,7.6,-1.1
2013-02-04 15:00:00,15,-0.6,43,14.8,-0.6
2013-02-04 16:00:00,16,0.6,39,5.4,0.6
2013-02-04 17:00:00,17,1.1,38,14.8,1.1
2013-02-04 18:00:00,18,1.1,41,14.8,1.1
2013-02-04 19:00:00,19,1.1,41,18.4,1.1
2013-02-04 20:00:00,20,1.7,44,14.8,1.7
2013-02-04 21:00:00,21,2.2,44,16.6,2.2
2013-02-04 22:00:00,22,2.2,42,11.2,2.2
2013-02-04 23:00:00,23,1.7,47,9.4,1.7
2013-02-05 00:00:00,0,1.7,49,7.6,1.7
2013-02-05 01:00:00,1,2.2,52,11.2,2.2
2013-02-05 02:00:00,2,2.2,52,13.0,2.2
2013-02-05 03:00:00,3,2.8,54,7.6,2.8
2013-02-05 04:00:00,4,2.8,50,0.0,2.8
2013-02-05 05:00:00,5,2.8,59,7.6,2.8
2013-02-05 06:00:00,6,2.8,59,7.6,2.8
2013-02-05 07:00:00,7,2.8,56,7.6,2.8
2013-02-05 08:00:00,8,2.2,62,9.4,2.2
2013-02-05 09:00:00,9,2.8,59,0.0,2.8
2013-02-05 10:00:00,10,1.7,69,0.0,1.7
2013-02-05 11:00:00,11,1.7,66,7.6,1.7
2013-02-05 12:00:00,12,1.1,64,11.2,1.1
2013-02-05 13:00:00,13,1.7,64,7.6,1.7
2013-02-05 14:00:00,14,2.2,62,0.0,2.2
2013-02-05 15:00:00,15,3.3,59,9.4,3.3
2013-02-05 16:00:00,16,3.3,64,9.4,3.3
2013-02-05 17:00:00,17,3.9,62,11.2,3.9
2013-02-05 18:00:00,18,5.0,55,9.4,5.0
2013-02-05 19:00:00,19,5.6,53,9.4,5.6
2013-02-05 20:00:00,20,5.6,55,9.4,5.6
2013-02-05 21:00:00,21,5.6,57,9.4,5.6
2013-02-05 22:00:00,22,4.4,60,11.2,4.4
2013-02-05 23:00:00,23,3.9,62,9.4,3.9
2013-02-06 00:00:00,0,3.3,62,7.6,3.3
2013-02-06 01:00:00,1,3.3,62,9.4,3.3
2013-02-06 02:00:00,2,2.8,64,9.4,2.8
2013-02-06 03:00:00,3,2.8,67,0.0,2.8
2013-02-06 04:00:00,4,2.8,67,5.4,2.8
2013-02-06 05:00:00,5,2.8,67,5.4,2.8
2013-02-06 06:00:00,6,2.8,70,0.0,2.8
2013-02-06 07:00:00,7,2.8,70,0.0,2.8
2013-02-06 08:00:00,8,2.8,76,0.0,2.8
2013-02-06 09:00:00,9,2.2,75,0.0,2.2
2013-02-06 10:00:00,10,1.7,78,5.4,1.7
2013-02-06 11:00:00,11,2.8,70,9.4,2.8
2013-02-06 12:00:00,12,1.7,72,5.4,1.7
2013-02-06 13:00:00,13,2.8,70,0.0,2.8
2013-02-06 14:00:00,14,5.0,65,14.8,5.0
2013-02-06 15:00:00,15,6.7,51,18.4,6.7
2013-02-06 16:00:00,16,7.8,45,25.9,7.8
2013-02-06 17:00:00,17,7.8,45,29.5,7.8
2013-02-06 18:00:00,18,8.3,40,31.3,8.3
2013-02-06 19:00:00,19,8.9,39,29.5,8.9
2013-02-06 20:00:00,20,8.9,37,22.3,8.9
2013-02-06 21:00:00,21,8.3,40,14.8,8.3
2013-02-06 22:00:00,22,7.2,44,22.3,7.2
2013-02-06 23:00:00,23,5.6,46,14.8,5.6
2013-02-07 00:00:00,0,4.4,50,20.5,4.4
2013-02-07 01:00:00,1,3.3,54,9.4,3.3
2013-02-07 02:00:00,2,2.2,56,9.4,2.2
2013-02-07 03:00:00,3,2.2,56,14.8,2.2
2013-02-07 04:00:00,4,1.7,58,9.4,1.7
2013-02-07 05:00:00,5,1.7,56,5.4,1.7
2013-02-07 06:00:00,6,1.1,56,0.0,1.1
2013-02-07 07:00:00,7,0.6,72,0.0,0.6
2013-02-07 08:00:00,8,1.1,61,0.0,1.1
2013-02-07 09:00:00,9,0.0,69,0.0,0.0
2013-02-07 10:00:00,10,0.0,69,0.0,0.0
2013-02-07 11:00:00,11,0.6,63,0.0,0.6
2013-02-07 12:00:00,12,0.6,66,5.4,0.6
2013-02-07 13:00:00,13,0.6,66,11.2,0.6
2013-02-07 14:00:00,14,1.1,61,11.2,1.1
2013-02-07 15:00:00,15,2.2,56,7.6,2.2
2013-02-07 16:00:00,16,2.8,56,5.4,2.8
2013-02-07 17:00:00,17,3.3,54,7.6,3.3
2013-02-07 18:00:00,18,4.4,53,11.2,4.4
2013-02-07 19:00:00,19,4.4,55,13.0,4.4
2013-02-07 20:00:00,20,5.0,51,13.0,5.0
2013-02-07 21:00:00,21,5.0,53,13.0,5.0
2013-02-07 22:00:00,22,5.0,51,13.0,5.0
2013-02-07 23:00:00,23,4.4,57,9.4,4.4
2013-02-08 00:00:00,0,4.4,57,7.6,4.4
2013-02-08 01:00:00,1,3.9,59,9.4,3.9
2013-02-08 02:00:00,2,3.3,64,14.8,3.3
2013-02-08 03:00:00,3,3.3,70,18.4,3.3
2013-02-08 04:00:00,4,3.3,70,24.1,3.3
2013-02-08 05:00:00,5,2.8,70,20.5,2.8
2013-02-08 06:00:00,6,2.2,67,14.8,2.2
2013-02-08 07:00:00,7,1.7,72,16.6,1.7
2013-02-08 08:00:00,8,1.1,79,9.4,1.1
2013-02-08 09:00:00,9,1.1,82,9.4,1.1
2013-02-08 10:00:00,10,1.1,85,13.0,1.1
2013-02-08 11:00:00,11,1.7,88,14.8,1.7
2013-02-08 12:00:00,12,2.2,85,16.6,2.2
2013-02-08 13:00:00,13,2.8,89,22.3,2.8
2013-02-08 14:00:00,14,3.3,89,22.3,3.3
2013-02-08 15:00:00,15,4.4,86,16.6,4.4
2013-02-08 16:00:00,16,4.4,86,18.4,4.4
2013-02-08 17:00:00,17,5.0,89,18.4,5.0
2013-02-08 18:00:00,18,5.0,86,22.3,5.0
2013-02-08 19:00:00,19,6.1,82,20.5,6.1
2013-02-08 20:00:00,20,6.1,79,25.9,6.1
2013-02-08 21:00:00,21,5.0,82,24.1,5.0
2013-02-08 22:00:00,22,5.6,79,18.4,5.6
2013-02-08 23:00:00,23,5.6,76,14.8,5.6
2013-02-09 00:00:00,0,5.0,76,17.9,5.0
2013-02-09 01:00:00,1,6.7,62,20.5,6.7
2013-02-09 02:00:00,2,5.6,53,27.7,5.6
2013-02-09 03:00:00,3,3.9,52,29.5,3.9
2013-02-09 04:00:00,4,3.3,52,33.5,3.3
2013-02-09 05:00:00,5,2.8,50,33.5,2.8
2013-02-09 06:00:00,6,2.8,50,25.9,2.8
2013-02-09 07:00:00,7,2.2,52,40.7,2.2
2013-02-09 08:00:00,8,1.7,54,35.3,1.7
2013-02-09 09:00:00,9,1.1,54,29.5,1.1
2013-02-09 10:00:00,10,0.6,51,48.2,0.6
2013-02-09 11:00:00,11,0.0,51,46.4,0.0
2013-02-09 12:00:00,12,-0.6,54,40.7,-0.6
